,INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP
591,654.0,99.0,1394.0,231.0,48.0,102.0,610.0,667.0,119.0,56.0,,1466.0,107.0,642.0,702.0,137.0,148.0
592,655.0,92.0,1475.0,255.0,40.0,118.0,596.0,682.0,128.0,50.0,,1552.0,124.0,627.0,717.0,115.0,184.0
593,656.0,86.0,1475.0,216.0,46.0,138.0,550.0,612.0,100.0,40.0,,1475.0,138.0,550.0,612.0,128.0,138.0
594,657.0,85.0,1415.0,250.0,56.0,92.0,620.0,674.0,76.0,40.0,,1415.0,92.0,620.0,674.0,110.0,153.0
595,658.0,94.0,1379.0,208.0,40.0,114.0,571.0,896.0,64.0,28.0,,1379.0,114.0,571.0,896.0,130.0,163.0
596,659.0,98.0,1356.0,184.0,40.0,106.0,562.0,902.0,75.0,39.0,,1356.0,106.0,562.0,902.0,122.0,164.0
597,660.0,95.0,1354.0,200.0,38.0,125.0,533.0,916.0,50.0,33.0,,1354.0,125.0,533.0,916.0,126.0,156.0
598,661.0,83.0,1235.0,193.0,40.0,87.0,476.0,872.0,153.0,78.0,,1235.0,87.0,476.0,872.0,160.0,149.0
599,662.0,89.0,1209.0,181.0,34.0,89.0,480.0,849.0,124.0,82.0,,1209.0,89.0,480.0,849.0,137.0,149.0
600,663.0,67.0,1233.0,169.0,33.0,71.0,397.0,840.0,90.0,50.0,,1233.0,71.0,397.0,840.0,151.0,152.0
601,664.0,68.0,1346.0,210.0,27.0,112.0,552.0,844.0,54.0,22.0,,1346.0,112.0,552.0,844.0,122.0,163.0
602,665.0,56.0,1394.0,192.0,20.0,123.0,477.0,872.0,53.0,33.0,,1394.0,123.0,477.0,872.0,165.0,187.0
603,666.0,79.0,1346.0,185.0,30.0,138.0,562.0,870.0,83.0,65.0,,1346.0,138.0,562.0,870.0,160.0,128.0
604,667.0,92.0,1271.0,179.0,29.0,114.0,538.0,1042.0,105.0,55.0,,1337.0,120.0,566.0,1096.0,142.0,143.0
605,668.0,77.0,1400.0,228.0,38.0,111.0,537.0,952.0,83.0,73.0,,1400.0,111.0,537.0,952.0,144.0,165.0
606,669.0,81.0,1511.0,228.0,23.0,137.0,525.0,869.0,65.0,54.0,,1530.0,139.0,532.0,880.0,149.0,190.0
607,670.0,75.0,1409.0,210.0,38.0,95.0,615.0,805.0,102.0,54.0,,1418.0,96.0,619.0,810.0,141.0,156.0
608,671.0,64.0,1419.0,210.0,46.0,73.0,474.0,744.0,121.0,53.0,,1428.0,73.0,477.0,749.0,131.0,156.0
609,672.0,90.0,1568.0,254.0,52.0,192.0,559.0,666.0,42.0,44.0,,1568.0,192.0,559.0,666.0,159.0,125.0
610,673.0,71.0,1432.0,222.0,41.0,107.0,412.0,629.0,84.0,68.0,,1441.0,108.0,415.0,633.0,139.0,131.0
611,674.0,74.0,1524.0,294.0,33.0,129.0,460.0,676.0,98.0,63.0,,1543.0,131.0,466.0,684.0,175.0,144.0
612,675.0,71.0,1426.0,258.0,38.0,92.0,404.0,678.0,69.0,55.0,,1444.0,93.0,409.0,686.0,173.0,164.0
613,676.0,83.0,1501.0,206.0,41.0,116.0,492.0,792.0,131.0,67.0,,2294.0,177.0,752.0,1210.0,133.0,173.0
614,677.0,87.0,1523.0,266.0,52.0,136.0,533.0,866.0,136.0,58.0,,1523.0,136.0,533.0,866.0,154.0,173.0
615,678.0,99.0,1439.0,270.0,42.0,157.0,527.0,888.0,165.0,50.0,,1439.0,157.0,527.0,888.0,120.0,158.0
616,679.0,74.0,1360.0,225.0,38.0,172.0,523.0,883.0,109.0,49.0,,1360.0,172.0,523.0,883.0,122.0,160.0
617,680.0,85.0,1386.0,247.0,37.0,146.0,471.0,843.0,108.0,56.0,,1386.0,146.0,471.0,843.0,111.0,152.0
618,681.0,72.0,1335.0,197.0,34.0,121.0,487.0,940.0,115.0,54.0,,1335.0,121.0,487.0,940.0,117.0,142.0
619,682.0,77.0,1427.0,283.0,36.0,173.0,487.0,971.0,138.0,52.0,,1427.0,173.0,487.0,971.0,115.0,174.0
620,683.0,71.0,1335.0,225.0,35.0,133.0,449.0,914.0,99.0,46.0,,1343.0,134.0,452.0,920.0,155.0,178.0
621,684.0,69.0,1502.0,264.0,36.0,95.0,467.0,878.0,98.0,52.0,,1511.0,96.0,470.0,883.0,152.0,177.0
622,685.0,94.0,1393.0,251.0,44.0,106.0,478.0,903.0,140.0,90.0,,1393.0,106.0,478.0,903.0,124.0,169.0
623,686.0,87.0,1464.0,226.0,39.0,139.0,610.0,896.0,134.0,74.0,,1464.0,139.0,610.0,896.0,116.0,151.0
624,687.0,86.0,1434.0,269.0,36.0,110.0,622.0,784.0,160.0,57.0,,1434.0,110.0,622.0,784.0,129.0,134.0
625,688.0,94.0,1454.0,228.0,44.0,162.0,604.0,834.0,106.0,57.0,,1454.0,162.0,604.0,834.0,112.0,153.0
626,689.0,96.0,1624.0,251.0,56.0,173.0,713.0,814.0,110.0,39.0,,2328.0,248.0,1022.0,1167.0,113.0,130.0
627,690.0,77.0,1594.0,284.0,42.0,164.0,648.0,863.0,124.0,44.0,,1793.0,185.0,729.0,971.0,122.0,147.0
628,691.0,85.0,1586.0,284.0,33.0,195.0,701.0,927.0,105.0,41.0,,1586.0,195.0,701.0,927.0,109.0,145.0
629,693.0,80.0,1516.0,291.0,38.0,198.0,551.0,916.0,127.0,46.0,,1516.0,198.0,551.0,916.0,140.0,161.0
630,694.0,75.0,1573.0,300.0,37.0,163.0,502.0,815.0,111.0,50.0,,1583.0,164.0,505.0,820.0,137.0,149.0
631,695.0,95.0,1615.0,325.0,33.0,216.0,591.0,960.0,119.0,42.0,53.0,1615.0,216.0,591.0,960.0,133.0,190.0
632,696.0,83.0,1463.0,300.0,29.0,214.0,520.0,998.0,123.0,59.0,52.0,1463.0,214.0,520.0,998.0,118.0,149.0
633,697.0,81.0,1475.0,289.0,29.0,217.0,555.0,952.0,75.0,31.0,49.0,1475.0,217.0,555.0,952.0,97.0,157.0
634,698.0,86.0,1445.0,303.0,19.0,220.0,519.0,916.0,77.0,29.0,58.0,1445.0,220.0,519.0,916.0,93.0,154.0
635,701.0,90.0,1586.0,291.0,20.0,236.0,502.0,1056.0,93.0,48.0,58.0,1586.0,236.0,502.0,1056.0,90.0,145.0
636,702.0,111.0,1610.0,192.0,95.0,10.0,207.0,413.0,,,,3260.0,20.0,419.0,836.0,652.0,83.0
637,703.0,101.0,1589.0,202.0,122.0,56.0,230.0,431.0,,,,2627.0,93.0,380.0,712.0,595.0,
638,704.0,101.0,1541.0,162.0,143.0,54.0,229.0,600.0,,,,2290.0,80.0,340.0,892.0,612.0,
639,705.0,91.0,1513.0,156.0,111.0,38.0,221.0,608.0,,,,2188.0,55.0,320.0,879.0,603.0,
640,706.0,76.0,1438.0,170.0,112.0,53.0,439.0,743.0,217.0,,,1688.0,62.0,515.0,872.0,681.0,
641,707.0,97.0,1542.0,215.0,122.0,44.0,458.0,439.0,632.0,,,1850.0,53.0,550.0,527.0,581.0,
642,708.0,97.0,1404.0,160.0,99.0,39.0,417.0,671.0,567.0,,,1697.0,47.0,504.0,811.0,551.0,
643,709.0,89.0,1523.0,230.0,112.0,61.0,527.0,596.0,538.0,,,1775.0,71.0,614.0,695.0,513.0,
644,710.0,95.0,1478.0,184.0,147.0,33.0,531.0,463.0,383.0,,,1814.0,41.0,652.0,568.0,468.0,
645,711.0,66.0,1369.0,175.0,106.0,47.0,490.0,519.0,289.0,,,1619.0,56.0,579.0,614.0,484.0,
646,712.0,89.0,1391.0,167.0,81.0,48.0,543.0,512.0,292.0,,,1502.0,52.0,586.0,553.0,434.0,
647,713.0,82.0,1512.0,204.0,82.0,37.0,673.0,324.0,301.0,,,1914.0,47.0,852.0,410.0,406.0,
648,714.0,69.0,1712.0,279.0,83.0,76.0,633.0,314.0,268.0,,,2133.0,95.0,789.0,391.0,523.0,
649,715.0,82.0,1738.0,293.0,131.0,45.0,516.0,310.0,406.0,,,2166.0,56.0,643.0,386.0,470.0,
650,717.0,93.0,1609.0,269.0,85.0,27.0,466.0,268.0,238.0,,,1975.0,33.0,572.0,329.0,335.0,
651,718.0,98.0,1543.0,221.0,108.0,20.0,485.0,320.0,176.0,,,1645.0,21.0,517.0,341.0,346.0,
652,719.0,90.0,1554.0,210.0,113.0,14.0,524.0,319.0,246.0,,,1678.0,15.0,566.0,345.0,366.0,
653,720.0,72.0,1556.0,207.0,97.0,38.0,388.0,476.0,213.0,,,1813.0,44.0,452.0,555.0,397.0,140.0
654,723.0,86.0,1630.0,266.0,107.0,33.0,470.0,,168.0,,,1900.0,38.0,548.0,,364.0,98.0
655,724.0,93.0,1410.0,200.0,97.0,22.0,422.0,,190.0,,,1493.0,23.0,447.0,,319.0,86.0
656,725.0,84.0,1483.0,169.0,107.0,29.0,460.0,,192.0,,,1570.0,31.0,487.0,,328.0,129.0
657,726.0,69.0,1285.0,150.0,76.0,17.0,424.0,,182.0,,,1379.0,18.0,455.0,,279.0,104.0
658,727.0,70.0,1298.0,133.0,95.0,16.0,394.0,,167.0,,,1374.0,17.0,417.0,,240.0,125.0
659,728.0,77.0,1166.0,136.0,81.0,15.0,391.0,,206.0,,,1227.0,16.0,411.0,,268.0,76.0
660,730.0,79.0,1395.0,158.0,83.0,24.0,556.0,542.0,326.0,,,1467.0,25.0,585.0,570.0,306.0,108.0
661,732.0,79.0,1387.0,194.0,94.0,22.0,507.0,521.0,263.0,,,1469.0,23.0,537.0,552.0,262.0,108.0
662,733.0,68.0,1418.0,180.0,102.0,29.0,485.0,613.0,239.0,,,1501.0,31.0,514.0,649.0,266.0,110.0
663,734.0,63.0,1239.0,149.0,67.0,17.0,464.0,660.0,236.0,,,1303.0,18.0,488.0,694.0,330.0,119.0
664,735.0,75.0,1392.0,204.0,88.0,16.0,379.0,539.0,164.0,149.0,,1464.0,17.0,399.0,567.0,236.0,156.0
665,736.0,64.0,1415.0,198.0,93.0,15.0,383.0,607.0,166.0,,,1498.0,16.0,406.0,643.0,241.0,133.0
666,737.0,82.0,1457.0,206.0,105.0,27.0,328.0,502.0,161.0,,,1533.0,28.0,345.0,528.0,260.0,126.0
667,738.0,86.0,1500.0,209.0,106.0,19.0,385.0,383.0,162.0,,,1898.0,24.0,487.0,485.0,243.0,161.0
668,739.0,111.0,1393.0,156.0,96.0,23.0,469.0,426.0,165.0,,,1612.0,27.0,543.0,493.0,176.0,113.0
669,740.0,87.0,1516.0,179.0,80.0,19.0,404.0,389.0,167.0,136.0,,1605.0,20.0,428.0,412.0,212.0,132.0
670,741.0,74.0,1505.0,234.0,100.0,21.0,397.0,326.0,124.0,127.0,,1594.0,22.0,420.0,345.0,204.0,147.0
671,742.0,90.0,1642.0,238.0,104.0,47.0,459.0,401.0,137.0,143.0,,1727.0,49.0,483.0,422.0,216.0,155.0
672,743.0,96.0,1584.0,249.0,100.0,47.0,462.0,386.0,101.0,110.0,,1666.0,49.0,486.0,406.0,212.0,151.0
673,744.0,88.0,1630.0,250.0,118.0,38.0,370.0,354.0,109.0,104.0,,1726.0,40.0,392.0,375.0,230.0,150.0
674,745.0,85.0,1578.0,234.0,95.0,47.0,433.0,346.0,114.0,113.0,,1671.0,50.0,458.0,366.0,215.0,170.0
675,747.0,79.0,1524.0,235.0,82.0,31.0,426.0,352.0,66.0,,,1614.0,33.0,451.0,373.0,175.0,169.0
676,748.0,83.0,1544.0,244.0,71.0,34.0,411.0,352.0,88.0,,,1646.0,36.0,438.0,375.0,173.0,207.0
677,749.0,69.0,1555.0,271.0,83.0,36.0,433.0,365.0,141.0,,,1636.0,38.0,455.0,384.0,170.0,156.0
678,750.0,62.0,1552.0,279.0,70.0,78.0,468.0,514.0,50.0,,,1633.0,82.0,492.0,541.0,169.0,173.0
679,751.0,61.0,1514.0,254.0,74.0,22.0,424.0,487.0,25.0,,,1593.0,23.0,446.0,512.0,174.0,204.0
680,752.0,63.0,1503.0,279.0,72.0,49.0,459.0,459.0,37.0,,,1581.0,52.0,483.0,483.0,187.0,136.0
681,753.0,62.0,1350.0,222.0,39.0,36.0,372.0,377.0,32.0,,,1439.0,38.0,396.0,402.0,189.0,148.0
682,754.0,56.0,1532.0,244.0,70.0,59.0,336.0,571.0,36.0,,,1644.0,63.0,360.0,613.0,194.0,146.0
683,755.0,72.0,1486.0,258.0,72.0,77.0,415.0,579.0,76.0,,,1573.0,82.0,439.0,613.0,216.0,147.0
684,756.0,78.0,1553.0,236.0,77.0,86.0,431.0,614.0,72.0,,,1634.0,90.0,453.0,646.0,201.0,158.0
685,757.0,59.0,1398.0,226.0,62.0,77.0,460.0,616.0,56.0,,,1471.0,81.0,484.0,648.0,219.0,146.0
686,758.0,89.0,1615.0,271.0,62.0,119.0,395.0,559.0,21.0,,,1744.0,129.0,427.0,604.0,183.0,144.0
687,759.0,102.0,1571.0,283.0,63.0,103.0,526.0,566.0,48.0,,,1653.0,108.0,553.0,595.0,167.0,179.0
688,760.0,106.0,1511.0,280.0,40.0,94.0,480.0,533.0,76.0,,,1600.0,100.0,508.0,564.0,124.0,167.0
689,761.0,93.0,1355.0,224.0,35.0,67.0,502.0,450.0,72.0,,,1425.0,70.0,528.0,473.0,158.0,155.0
690,762.0,81.0,1296.0,211.0,42.0,70.0,515.0,585.0,45.0,,,1381.0,75.0,549.0,623.0,187.0,168.0
691,764.0,94.0,1410.0,241.0,33.0,54.0,445.0,411.0,54.0,,,1483.0,57.0,468.0,432.0,145.0,161.0
692,765.0,64.0,1385.0,232.0,27.0,59.0,412.0,560.0,75.0,,,1457.0,62.0,433.0,589.0,154.0,145.0
693,766.0,70.0,1328.0,217.0,35.0,68.0,519.0,635.0,86.0,,,1397.0,72.0,546.0,668.0,160.0,202.0
694,767.0,77.0,1443.0,255.0,45.0,100.0,567.0,558.0,48.0,,,1518.0,105.0,596.0,587.0,143.0,141.0
695,768.0,68.0,1340.0,234.0,39.0,110.0,506.0,620.0,44.0,,,1419.0,116.0,536.0,656.0,162.0,143.0
696,769.0,65.0,1497.0,278.0,37.0,90.0,451.0,588.0,33.0,,,1575.0,95.0,474.0,619.0,143.0,158.0
697,770.0,70.0,1446.0,272.0,29.0,105.0,534.0,526.0,39.0,,,1531.0,111.0,565.0,557.0,148.0,140.0
698,771.0,72.0,1377.0,226.0,35.0,93.0,437.0,607.0,46.0,42.0,,1449.0,98.0,460.0,639.0,147.0,148.0
699,772.0,73.0,1371.0,223.0,47.0,109.0,505.0,746.0,34.0,44.0,,1442.0,115.0,531.0,785.0,113.0,153.0
700,773.0,72.0,1469.0,200.0,36.0,175.0,510.0,737.0,26.0,21.0,,1545.0,184.0,536.0,775.0,136.0,185.0
701,775.0,79.0,1498.0,227.0,29.0,190.0,585.0,691.0,54.0,38.0,,1576.0,200.0,615.0,727.0,146.0,178.0
702,777.0,84.0,1527.0,264.0,35.0,197.0,574.0,791.0,54.0,38.0,,1606.0,207.0,604.0,832.0,113.0,146.0
703,778.0,80.0,1430.0,255.0,42.0,129.0,602.0,805.0,64.0,40.0,,1504.0,136.0,633.0,847.0,104.0,156.0
704,779.0,78.0,1523.0,271.0,36.0,169.0,525.0,803.0,68.0,29.0,,1602.0,178.0,552.0,845.0,133.0,165.0
705,780.0,70.0,1393.0,242.0,42.0,147.0,539.0,903.0,77.0,39.0,,1465.0,155.0,567.0,950.0,131.0,163.0
706,781.0,98.0,1487.0,260.0,37.0,166.0,445.0,801.0,74.0,35.0,,1564.0,175.0,468.0,843.0,141.0,130.0
707,782.0,98.0,1523.0,252.0,40.0,167.0,498.0,903.0,66.0,39.0,,1523.0,167.0,498.0,903.0,143.0,144.0
708,783.0,86.0,1333.0,225.0,44.0,122.0,474.0,960.0,92.0,58.0,,1333.0,122.0,474.0,960.0,135.0,127.0
709,784.0,92.0,1383.0,220.0,38.0,130.0,457.0,974.0,90.0,36.0,,1383.0,130.0,457.0,974.0,130.0,137.0
710,785.0,89.0,1544.0,268.0,61.0,183.0,538.0,1003.0,82.0,40.0,,1544.0,183.0,538.0,1003.0,117.0,142.0
711,786.0,77.0,1452.0,235.0,33.0,151.0,399.0,888.0,71.0,51.0,,1470.0,153.0,404.0,899.0,124.0,135.0
712,787.0,87.0,1366.0,251.0,54.0,109.0,372.0,969.0,92.0,63.0,,1366.0,109.0,372.0,969.0,121.0,124.0
713,790.0,102.0,1498.0,253.0,45.0,191.0,547.0,984.0,115.0,52.0,,1498.0,191.0,547.0,984.0,151.0,173.0
714,791.0,79.0,1306.0,203.0,28.0,138.0,438.0,907.0,59.0,33.0,,1306.0,138.0,438.0,907.0,103.0,174.0
715,793.0,99.0,1398.0,232.0,34.0,137.0,639.0,947.0,148.0,55.0,,1398.0,137.0,639.0,947.0,115.0,162.0
716,794.0,98.0,1437.0,271.0,35.0,135.0,693.0,940.0,146.0,49.0,,1437.0,135.0,693.0,940.0,134.0,151.0
717,795.0,108.0,1515.0,278.0,37.0,124.0,691.0,916.0,168.0,36.0,,1515.0,124.0,691.0,916.0,102.0,173.0
718,796.0,102.0,1599.0,271.0,63.0,141.0,681.0,902.0,210.0,57.0,,1599.0,141.0,681.0,902.0,102.0,157.0
719,797.0,88.0,1513.0,269.0,42.0,181.0,600.0,911.0,170.0,64.0,,1513.0,181.0,600.0,911.0,95.0,154.0
720,798.0,93.0,1387.0,272.0,32.0,137.0,640.0,905.0,138.0,58.0,,1396.0,138.0,644.0,911.0,135.0,121.0
721,799.0,91.0,1454.0,268.0,31.0,133.0,618.0,908.0,100.0,47.0,,1463.0,134.0,622.0,914.0,125.0,153.0
722,800.0,89.0,1445.0,256.0,45.0,113.0,537.0,852.0,156.0,43.0,,1445.0,113.0,537.0,852.0,106.0,144.0
723,801.0,99.0,1458.0,285.0,36.0,96.0,563.0,830.0,87.0,56.0,,2187.0,144.0,845.0,1245.0,120.0,149.0
724,802.0,61.0,1375.0,228.0,34.0,82.0,470.0,817.0,131.0,69.0,,1375.0,82.0,470.0,817.0,128.0,158.0
725,803.0,74.0,1274.0,236.0,35.0,107.0,588.0,1006.0,154.0,77.0,,1274.0,107.0,588.0,1006.0,114.0,121.0
726,804.0,70.0,1342.0,238.0,30.0,106.0,566.0,978.0,160.0,63.0,,1342.0,106.0,566.0,978.0,139.0,116.0
727,805.0,90.0,1394.0,251.0,34.0,115.0,580.0,861.0,160.0,70.0,,1403.0,116.0,584.0,866.0,122.0,143.0
728,806.0,86.0,1404.0,237.0,35.0,144.0,586.0,920.0,177.0,53.0,,1404.0,144.0,586.0,920.0,140.0,160.0
729,807.0,84.0,1478.0,262.0,29.0,192.0,514.0,928.0,169.0,46.0,,1478.0,192.0,514.0,928.0,128.0,137.0
730,808.0,88.0,1342.0,248.0,25.0,123.0,482.0,928.0,208.0,56.0,,1350.0,124.0,485.0,934.0,122.0,132.0
731,809.0,75.0,1362.0,243.0,28.0,128.0,493.0,1028.0,128.0,71.0,,1362.0,128.0,493.0,1028.0,121.0,108.0
732,810.0,91.0,1466.0,284.0,40.0,125.0,466.0,913.0,166.0,66.0,,1466.0,125.0,466.0,913.0,102.0,126.0
733,812.0,90.0,1418.0,281.0,44.0,99.0,563.0,888.0,125.0,65.0,,1418.0,99.0,563.0,888.0,96.0,128.0
734,813.0,73.0,1457.0,261.0,28.0,137.0,485.0,1025.0,142.0,59.0,,1457.0,137.0,485.0,1025.0,120.0,133.0
735,814.0,94.0,1623.0,300.0,51.0,176.0,551.0,1049.0,169.0,72.0,,2306.0,250.0,783.0,1491.0,104.0,129.0
736,815.0,96.0,1492.0,312.0,39.0,181.0,584.0,1064.0,214.0,77.0,,1679.0,204.0,657.0,1197.0,89.0,158.0
737,816.0,81.0,1398.0,259.0,36.0,191.0,604.0,1134.0,171.0,63.0,,1398.0,191.0,604.0,1134.0,121.0,145.0
738,817.0,76.0,1386.0,269.0,27.0,142.0,518.0,1113.0,190.0,67.0,,1386.0,142.0,518.0,1113.0,106.0,129.0
739,818.0,77.0,1441.0,298.0,28.0,138.0,608.0,1107.0,95.0,42.0,,1441.0,138.0,608.0,1107.0,122.0,142.0
740,819.0,95.0,1527.0,310.0,37.0,208.0,566.0,1118.0,163.0,54.0,,1518.0,207.0,563.0,1111.0,104.0,136.0
741,820.0,85.0,1545.0,302.0,36.0,200.0,559.0,995.0,99.0,38.0,64.0,1545.0,200.0,559.0,995.0,111.0,156.0
742,821.0,66.0,1464.0,304.0,22.0,176.0,468.0,1172.0,103.0,54.0,65.0,1464.0,176.0,468.0,1172.0,138.0,136.0
743,822.0,78.0,1386.0,297.0,21.0,169.0,583.0,1188.0,116.0,52.0,66.0,1386.0,169.0,583.0,1188.0,120.0,169.0
744,823.0,69.0,1349.0,239.0,21.0,182.0,524.0,1326.0,80.0,34.0,79.0,1349.0,182.0,524.0,1326.0,141.0,152.0
745,824.0,76.0,1380.0,287.0,28.0,194.0,599.0,1335.0,77.0,25.0,81.0,1380.0,194.0,599.0,1335.0,113.0,123.0
746,825.0,73.0,1453.0,335.0,15.0,222.0,611.0,1303.0,72.0,23.0,62.0,1453.0,222.0,611.0,1303.0,104.0,133.0
747,826.0,80.0,1419.0,291.0,12.0,217.0,614.0,1192.0,124.0,33.0,59.0,1419.0,217.0,614.0,1192.0,128.0,139.0
748,827.0,70.0,1358.0,170.0,94.0,45.0,693.0,624.0,266.0,,,2200.0,73.0,1123.0,1011.0,630.0,
749,828.0,64.0,1562.0,235.0,81.0,14.0,289.0,388.0,149.0,,,1861.0,17.0,344.0,462.0,392.0,118.0
750,829.0,82.0,1669.0,295.0,81.0,39.0,367.0,424.0,167.0,,,1988.0,46.0,437.0,505.0,342.0,114.0
751,830.0,89.0,1464.0,267.0,110.0,36.0,300.0,689.0,203.0,,,1694.0,42.0,347.0,797.0,373.0,115.0
752,831.0,92.0,1438.0,241.0,97.0,29.0,329.0,766.0,191.0,,,1543.0,31.0,353.0,822.0,274.0,92.0
753,832.0,80.0,1386.0,222.0,76.0,19.0,301.0,,198.0,,,1458.0,20.0,317.0,,245.0,88.0
754,833.0,94.0,1605.0,254.0,77.0,13.0,349.0,,215.0,,,1699.0,14.0,370.0,,230.0,118.0
755,834.0,91.0,1301.0,194.0,72.0,12.0,357.0,,206.0,,,1387.0,13.0,380.0,,281.0,146.0
756,836.0,75.0,1288.0,183.0,86.0,11.0,300.0,,184.0,,,1364.0,12.0,318.0,,293.0,116.0
757,838.0,85.0,1589.0,252.0,86.0,21.0,375.0,,221.0,,,1682.0,22.0,397.0,,320.0,114.0
758,839.0,79.0,1486.0,232.0,82.0,13.0,431.0,,205.0,,,1573.0,14.0,456.0,,303.0,131.0
759,840.0,92.0,1438.0,220.0,79.0,17.0,448.0,594.0,204.0,,,1533.0,18.0,477.0,633.0,258.0,132.0
760,841.0,54.0,1336.0,188.0,74.0,11.0,476.0,725.0,177.0,166.0,,1415.0,12.0,504.0,768.0,316.0,126.0
761,842.0,61.0,1290.0,180.0,84.0,21.0,522.0,726.0,147.0,125.0,,1375.0,22.0,556.0,774.0,290.0,87.0
762,843.0,81.0,1330.0,245.0,69.0,17.0,549.0,636.0,168.0,,,1399.0,18.0,578.0,669.0,244.0,137.0
763,844.0,93.0,1288.0,229.0,67.0,14.0,578.0,627.0,221.0,,,1355.0,15.0,608.0,660.0,255.0,143.0
764,845.0,93.0,1383.0,225.0,85.0,11.0,626.0,492.0,210.0,,,1764.0,14.0,799.0,628.0,264.0,105.0
765,846.0,98.0,1478.0,296.0,84.0,28.0,580.0,428.0,132.0,,,1723.0,33.0,676.0,499.0,234.0,119.0
766,847.0,103.0,1656.0,316.0,100.0,37.0,604.0,399.0,77.0,97.0,,1742.0,39.0,635.0,420.0,195.0,130.0
767,848.0,99.0,1742.0,373.0,95.0,44.0,655.0,396.0,53.0,44.0,,1832.0,46.0,689.0,417.0,215.0,130.0
768,849.0,82.0,1624.0,337.0,77.0,34.0,583.0,348.0,94.0,61.0,,1708.0,36.0,613.0,366.0,211.0,147.0
769,850.0,87.0,1688.0,319.0,79.0,62.0,670.0,407.0,84.0,82.0,,1787.0,66.0,709.0,431.0,240.0,151.0
770,851.0,71.0,1673.0,324.0,62.0,43.0,521.0,393.0,89.0,59.0,,1771.0,46.0,552.0,416.0,213.0,138.0
771,852.0,74.0,1697.0,300.0,61.0,55.0,547.0,399.0,95.0,81.0,,1785.0,58.0,575.0,420.0,223.0,154.0
772,853.0,93.0,1608.0,350.0,52.0,28.0,479.0,349.0,93.0,45.0,,1692.0,29.0,504.0,367.0,181.0,161.0
773,854.0,70.0,1558.0,340.0,55.0,28.0,403.0,388.0,67.0,76.0,,1650.0,30.0,427.0,411.0,214.0,155.0
774,855.0,65.0,1615.0,315.0,64.0,36.0,397.0,448.0,53.0,55.0,,1699.0,38.0,418.0,471.0,232.0,197.0
775,856.0,86.0,1625.0,313.0,84.0,66.0,483.0,387.0,80.0,91.0,,1732.0,70.0,515.0,412.0,211.0,173.0
776,857.0,85.0,1740.0,377.0,62.0,76.0,515.0,485.0,54.0,49.0,,1830.0,80.0,542.0,510.0,247.0,164.0
777,858.0,82.0,1696.0,338.0,73.0,75.0,584.0,455.0,66.0,63.0,,1784.0,79.0,614.0,479.0,243.0,150.0
778,859.0,93.0,1646.0,330.0,79.0,83.0,603.0,484.0,55.0,58.0,,1754.0,88.0,643.0,516.0,201.0,137.0
779,860.0,80.0,1466.0,234.0,83.0,54.0,481.0,457.0,39.0,43.0,,1573.0,58.0,516.0,490.0,168.0,136.0
780,864.0,87.0,1577.0,320.0,80.0,108.0,600.0,580.0,82.0,54.0,,1659.0,114.0,631.0,610.0,165.0,161.0
781,865.0,92.0,1605.0,320.0,95.0,120.0,586.0,645.0,88.0,38.0,,1711.0,128.0,625.0,687.0,162.0,155.0
782,866.0,92.0,1567.0,306.0,83.0,89.0,586.0,604.0,76.0,48.0,,1648.0,94.0,616.0,635.0,189.0,156.0
783,867.0,94.0,1496.0,302.0,64.0,106.0,546.0,628.0,56.0,38.0,,1574.0,112.0,574.0,661.0,156.0,173.0
784,868.0,79.0,1420.0,262.0,88.0,108.0,539.0,636.0,66.0,49.0,,1494.0,114.0,567.0,669.0,149.0,166.0
785,869.0,79.0,1414.0,235.0,61.0,53.0,526.0,572.0,73.0,78.0,,1487.0,56.0,553.0,602.0,171.0,184.0
786,870.0,87.0,1423.0,260.0,48.0,58.0,600.0,552.0,50.0,61.0,,1507.0,61.0,635.0,584.0,166.0,194.0
787,872.0,82.0,1395.0,241.0,54.0,73.0,564.0,646.0,21.0,35.0,,1559.0,82.0,630.0,722.0,141.0,166.0
788,873.0,72.0,1352.0,245.0,59.0,83.0,532.0,733.0,60.0,52.0,,1422.0,87.0,560.0,771.0,155.0,155.0
789,874.0,84.0,1464.0,246.0,54.0,118.0,528.0,641.0,31.0,26.0,,1540.0,124.0,555.0,674.0,109.0,187.0
790,875.0,101.0,1603.0,253.0,56.0,162.0,675.0,601.0,56.0,46.0,,1675.0,169.0,705.0,628.0,119.0,191.0
791,876.0,94.0,1429.0,204.0,61.0,118.0,632.0,562.0,46.0,42.0,,1503.0,124.0,665.0,591.0,108.0,202.0
792,877.0,97.0,1491.0,234.0,48.0,173.0,729.0,656.0,42.0,36.0,,1568.0,182.0,767.0,690.0,136.0,158.0
793,878.0,98.0,1416.0,219.0,37.0,147.0,637.0,665.0,55.0,37.0,,1490.0,155.0,670.0,700.0,141.0,159.0
